	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene3484.mRNA1	1	7	4	3	4	5	4	14	6	7	
Slin_CCMP2456.gene3485.mRNA1	1	6	2	3	0	4	0	2	0	3	
Slin_CCMP2456.gene3486.mRNA1	2	0	5	2	2	5	2	6	0	1	
Slin_CCMP2456.gene3487.mRNA1	1	2	6	2	2	2	1	2	4	3	
Slin_CCMP2456.gene3488.mRNA1	2	1	1	0	0	0	2	0	0	1	
Slin_CCMP2456.gene3491.mRNA1	7	5	6	2	4	1	5	7	3	5	
Slin_CCMP2456.gene3492.mRNA1	0	0	1	1	0	0	0	0	0	1	
Slin_CCMP2456.gene3494.mRNA1	0	0	0	0	0	0	0	0	2	0	
Slin_CCMP2456.gene3495.mRNA1	4	7	2	3	0	2	2	4	3	5	
Slin_CCMP2456.gene3496.mRNA1	0	3	2	1	1	0	0	0	1	0	
Slin_CCMP2456.gene3498.mRNA1	3	10	6	0	1	3	3	4	2	1	
Slin_CCMP2456.gene350.mRNA1	2	0	2	4	2	5	2	2	2	1	
Slin_CCMP2456.gene3500.mRNA1	2	4	3	1	2	2	3	1	0	5	
Slin_CCMP2456.gene3503.mRNA1	3	3	1	4	4	7	2	4	0	8	
Slin_CCMP2456.gene3504.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3506.mRNA1	1	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene3509.mRNA1	2	2	0	0	1	0	0	1	1	0	
Slin_CCMP2456.gene351.mRNA1	2	1	1	0	0	2	0	2	0	2	
Slin_CCMP2456.gene3514.mRNA1	9	8	2	2	2	9	6	12	1	7	
Slin_CCMP2456.gene3515.mRNA1	3	6	3	2	0	7	4	7	2	2	
Slin_CCMP2456.gene3516.mRNA1	2	2	1	1	1	0	0	0	0	0	
Slin_CCMP2456.gene3517.mRNA1	0	1	2	2	1	2	2	2	1	4	
Slin_CCMP2456.gene3519.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3521.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3523.mRNA1	0	0	0	0	0	0	0	2	0	1	
Slin_CCMP2456.gene3525.mRNA1	0	4	6	0	2	1	1	6	3	1	
Slin_CCMP2456.gene3530.mRNA1	15	13	11	10	11	17	12	20	8	19	
Slin_CCMP2456.gene3531.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3535.mRNA1	1	1	1	0	2	2	0	1	0	0	
Slin_CCMP2456.gene3536.mRNA1	3	6	5	5	4	7	6	12	0	2	
Slin_CCMP2456.gene3538.mRNA1	1	0	6	3	1	5	1	6	1	2	
Slin_CCMP2456.gene3540.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene3541.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene3543.mRNA1	0	2	0	2	0	0	3	0	2	3	
Slin_CCMP2456.gene3544.mRNA1	3	3	1	1	2	1	1	0	1	1	
Slin_CCMP2456.gene3545.mRNA1	1	1	0	0	0	0	1	0	2	0	
Slin_CCMP2456.gene3547.mRNA1	1	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene3549.mRNA1	0	1	4	0	2	3	0	3	2	1	
Slin_CCMP2456.gene355.mRNA1	4	1	2	1	2	0	1	3	0	3	
Slin_CCMP2456.gene3550.mRNA1	3	2	2	1	3	2	1	4	1	2	
Slin_CCMP2456.gene3551.mRNA1	5	9	3	6	4	6	2	8	2	3	
Slin_CCMP2456.gene3552.mRNA1	2	5	2	3	6	1	3	4	3	1	
Slin_CCMP2456.gene3553.mRNA1	1	1	1	0	0	2	1	2	1	1	
Slin_CCMP2456.gene3554.mRNA1	1	1	4	2	4	2	1	4	1	1	
Slin_CCMP2456.gene3555.mRNA1	1	1	1	0	0	0	1	0	1	0	
Slin_CCMP2456.gene3557.mRNA1	1	0	1	0	0	1	1	0	0	0	
Slin_CCMP2456.gene3558.mRNA1	0	1	2	0	0	1	0	0	2	0	
Slin_CCMP2456.gene3559.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene356.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene3561.mRNA1	5	10	13	7	12	15	8	8	4	6	
Slin_CCMP2456.gene3563.mRNA1	34	51	41	28	31	24	33	39	25	45	
Slin_CCMP2456.gene3565.mRNA1	0	1	0	0	1	1	1	0	0	2	
Slin_CCMP2456.gene3566.mRNA1	0	3	1	0	0	0	3	0	0	0	
Slin_CCMP2456.gene357.mRNA1	0	0	2	1	0	0	0	0	0	0	
Slin_CCMP2456.gene3570.mRNA1	3	4	1	3	0	5	3	1	1	1	
Slin_CCMP2456.gene3572.mRNA1	0	2	4	0	0	1	1	4	1	0	
Slin_CCMP2456.gene3575.mRNA1	0	2	1	1	3	2	3	5	2	1	
Slin_CCMP2456.gene3576.mRNA1	0	0	0	0	0	1	1	2	1	0	
Slin_CCMP2456.gene3577.mRNA1	5	6	6	2	1	5	3	4	3	7	
Slin_CCMP2456.gene3578.mRNA1	1	2	1	3	1	3	1	2	2	1	
Slin_CCMP2456.gene3581.mRNA1	4	10	3	0	2	3	8	7	8	7	
Slin_CCMP2456.gene3583.mRNA1	0	2	0	0	0	1	3	3	1	1	
Slin_CCMP2456.gene3587.mRNA1	10	16	8	8	11	11	12	14	6	6	
Slin_CCMP2456.gene3588.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene3589.mRNA1	2	2	2	0	0	0	2	1	0	2	
Slin_CCMP2456.gene359.mRNA1	0	2	1	0	0	1	0	0	3	2	
Slin_CCMP2456.gene3590.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene3591.mRNA1	6	5	6	3	1	4	2	8	4	6	
Slin_CCMP2456.gene3593.mRNA1	1	1	0	0	0	1	1	0	0	1	
Slin_CCMP2456.gene3594.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3596.mRNA1	4	5	3	3	2	4	3	2	0	3	
Slin_CCMP2456.gene3597.mRNA1	0	3	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene360.mRNA1	4	2	3	0	2	2	1	6	1	2	
Slin_CCMP2456.gene3600.mRNA1	0	0	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene3603.mRNA1	26	35	31	11	25	29	19	35	18	34	
Slin_CCMP2456.gene3604.mRNA1	1	1	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene3607.mRNA1	1	1	2	0	0	2	0	0	0	0	
Slin_CCMP2456.gene3608.mRNA1	0	2	0	0	2	1	0	4	1	0	
Slin_CCMP2456.gene3609.mRNA1	6	3	5	4	3	7	4	5	3	2	
Slin_CCMP2456.gene361.mRNA1	1	1	2	0	2	1	1	1	2	0	
Slin_CCMP2456.gene3610.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene3611.mRNA1	2	1	1	3	2	1	1	2	1	4	
Slin_CCMP2456.gene3613.mRNA1	4	13	17	6	5	6	10	8	6	14	
Slin_CCMP2456.gene3614.mRNA1	2	3	4	1	2	3	0	2	5	3	
Slin_CCMP2456.gene3616.mRNA1	1	0	2	0	0	1	0	1	0	0	
Slin_CCMP2456.gene3618.mRNA1	0	1	0	0	0	2	0	1	0	0	
Slin_CCMP2456.gene3619.mRNA1	3	3	3	4	2	5	1	4	1	3	
Slin_CCMP2456.gene362.mRNA1	0	2	4	2	1	1	5	7	4	3	
Slin_CCMP2456.gene3620.mRNA1	0	0	0	0	0	1	1	0	0	0	
Slin_CCMP2456.gene3621.mRNA1	7	6	4	3	9	13	3	7	5	9	
Slin_CCMP2456.gene3622.mRNA1	0	1	1	0	0	0	0	0	0	2	
Slin_CCMP2456.gene3625.mRNA1	0	1	0	2	1	3	0	0	1	0	
Slin_CCMP2456.gene3626.mRNA1	3	2	0	1	2	1	1	0	2	2	
Slin_CCMP2456.gene3627.mRNA1	27	25	16	8	17	21	12	22	12	18	
Slin_CCMP2456.gene3629.mRNA1	1	7	6	2	1	7	4	3	3	6	
Slin_CCMP2456.gene363.mRNA1	1	2	4	2	4	4	4	7	3	4	
Slin_CCMP2456.gene3630.mRNA1	0	1	0	2	1	1	1	0	0	2	
Slin_CCMP2456.gene3632.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3633.mRNA1	3	8	5	10	7	14	5	9	2	9	
Slin_CCMP2456.gene3634.mRNA1	0	0	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene3635.mRNA1	1	1	1	1	1	1	0	0	2	0	
Slin_CCMP2456.gene3636.mRNA1	1	1	2	1	0	1	0	3	1	0	
Slin_CCMP2456.gene3637.mRNA1	4	6	0	4	3	4	4	6	3	4	
Slin_CCMP2456.gene3638.mRNA1	0	1	1	0	0	0	0	1	1	0	
Slin_CCMP2456.gene3639.mRNA1	6	18	6	6	11	9	2	9	5	16	
Slin_CCMP2456.gene364.mRNA1	4	7	8	9	6	5	9	13	3	3	
Slin_CCMP2456.gene3640.mRNA1	4	3	3	4	4	3	3	7	3	4	
Slin_CCMP2456.gene3641.mRNA1	6	14	4	3	5	5	3	9	4	4	
Slin_CCMP2456.gene3643.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene3648.mRNA1	1	1	1	0	0	0	0	0	0	1	
Slin_CCMP2456.gene3649.mRNA1	1	1	2	1	2	2	0	0	0	1	
Slin_CCMP2456.gene365.mRNA1	0	0	0	0	0	0	1	1	0	2	
Slin_CCMP2456.gene3650.mRNA1	1	1	2	0	1	1	1	4	1	0	
Slin_CCMP2456.gene3653.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3654.mRNA1	7	8	3	1	6	3	1	7	1	5	
Slin_CCMP2456.gene3655.mRNA1	1	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3656.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene3658.mRNA1	1	8	1	1	1	4	2	11	0	1	
Slin_CCMP2456.gene3659.mRNA1	2	8	8	2	3	9	2	9	4	7	
Slin_CCMP2456.gene366.mRNA1	0	0	1	2	2	0	2	3	2	1	
Slin_CCMP2456.gene3660.mRNA1	13	12	9	8	9	12	7	20	19	20	
Slin_CCMP2456.gene3661.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene3664.mRNA1	1	5	4	3	0	3	0	1	3	3	
Slin_CCMP2456.gene3666.mRNA1	1	2	0	0	0	4	0	1	1	0	
Slin_CCMP2456.gene3667.mRNA1	9	21	10	5	3	6	6	7	8	12	
Slin_CCMP2456.gene3668.mRNA1	2	3	1	0	2	0	1	2	2	2	
Slin_CCMP2456.gene367.mRNA1	3	7	3	4	1	2	3	5	0	6	
Slin_CCMP2456.gene3670.mRNA1	14	18	17	11	4	13	12	27	8	17	
Slin_CCMP2456.gene3673.mRNA1	3	2	3	3	2	4	1	3	3	2	
Slin_CCMP2456.gene3674.mRNA1	4	12	6	4	4	12	5	14	5	3	
Slin_CCMP2456.gene3675.mRNA1	0	1	1	2	2	0	0	2	0	2	
Slin_CCMP2456.gene3676.mRNA1	5	5	10	5	4	8	3	7	6	9	
Slin_CCMP2456.gene3677.mRNA1	0	1	0	0	1	1	0	0	1	1	
Slin_CCMP2456.gene3678.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene3679.mRNA1	2	3	1	4	5	2	1	4	1	2	
Slin_CCMP2456.gene3681.mRNA1	1	3	4	6	2	5	8	1	0	3	
Slin_CCMP2456.gene3682.mRNA1	11	10	6	5	6	15	7	13	6	9	
Slin_CCMP2456.gene3684.mRNA1	2	6	4	3	1	4	0	5	7	4	
Slin_CCMP2456.gene3685.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene3686.mRNA1	1	3	4	1	2	5	1	2	1	7	
Slin_CCMP2456.gene3688.mRNA1	0	1	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene369.mRNA1	1	8	7	1	3	3	5	3	0	3	
Slin_CCMP2456.gene3690.mRNA1	6	3	3	3	3	2	3	3	3	0	
Slin_CCMP2456.gene3691.mRNA1	1	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene3692.mRNA1	0	7	1	4	2	12	1	4	2	4	
Slin_CCMP2456.gene3693.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene3694.mRNA1	2	3	1	0	2	0	1	3	4	0	
Slin_CCMP2456.gene3696.mRNA1	2	4	3	0	1	0	0	1	1	0	
Slin_CCMP2456.gene3698.mRNA1	1	2	2	1	1	5	2	3	1	4	
Slin_CCMP2456.gene3699.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene37.mRNA1	0	0	1	0	0	1	0	0	0	1	
Slin_CCMP2456.gene370.mRNA1	1	3	1	1	3	6	1	7	0	5	
Slin_CCMP2456.gene3700.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3702.mRNA1	2	2	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene3703.mRNA1	10	13	10	6	4	13	9	14	8	10	
Slin_CCMP2456.gene3704.mRNA1	0	0	0	0	0	1	0	1	2	0	
Slin_CCMP2456.gene3706.mRNA1	5	7	5	3	1	10	8	9	5	6	
Slin_CCMP2456.gene3707.mRNA1	11	3	7	2	3	11	1	4	3	6	
Slin_CCMP2456.gene3708.mRNA1	31	31	29	13	17	43	14	28	17	26	
Slin_CCMP2456.gene371.mRNA1	5	10	7	6	8	10	2	11	7	10	
Slin_CCMP2456.gene3712.mRNA1	2	6	5	2	4	2	3	4	3	1	
Slin_CCMP2456.gene3713.mRNA1	0	1	1	1	1	1	2	0	2	2	
Slin_CCMP2456.gene3714.mRNA1	12	14	17	10	10	15	9	14	11	18	
Slin_CCMP2456.gene3715.mRNA1	1	0	1	0	1	2	2	0	0	5	
Slin_CCMP2456.gene3716.mRNA1	6	6	8	6	6	12	3	6	6	8	
Slin_CCMP2456.gene3717.mRNA1	1	0	1	0	0	0	0	2	2	6	
Slin_CCMP2456.gene372.mRNA1	13	30	17	8	11	21	4	15	11	17	
Slin_CCMP2456.gene3720.mRNA1	3	4	3	0	0	0	2	3	1	4	
Slin_CCMP2456.gene3721.mRNA1	4	1	1	0	1	1	3	1	1	6	
Slin_CCMP2456.gene3723.mRNA1	5	8	10	2	4	5	4	6	4	3	
Slin_CCMP2456.gene3725.mRNA1	6	10	8	5	5	9	3	11	3	8	
Slin_CCMP2456.gene3726.mRNA1	2	0	0	2	2	0	0	1	0	1	
Slin_CCMP2456.gene3727.mRNA1	4	5	1	1	1	5	4	6	1	4	
Slin_CCMP2456.gene3728.mRNA1	17	18	19	16	8	18	8	17	5	13	
Slin_CCMP2456.gene3729.mRNA1	2	2	0	0	2	1	4	1	1	3	
Slin_CCMP2456.gene373.mRNA1	4	9	4	4	8	5	2	13	7	7	
Slin_CCMP2456.gene3730.mRNA1	1	1	4	1	1	1	0	1	1	1	
Slin_CCMP2456.gene3731.mRNA1	1	0	1	1	0	0	1	1	1	1	
Slin_CCMP2456.gene3732.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene3733.mRNA1	17	17	11	6	14	19	11	27	14	18	
Slin_CCMP2456.gene3734.mRNA1	1	16	11	4	6	8	8	10	3	5	
Slin_CCMP2456.gene3735.mRNA1	1	1	0	0	0	0	1	2	0	1	
Slin_CCMP2456.gene3736.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3737.mRNA1	5	6	7	3	2	13	3	4	3	5	
Slin_CCMP2456.gene3739.mRNA1	0	2	1	1	2	3	1	7	0	2	
Slin_CCMP2456.gene374.mRNA1	5	7	5	4	0	13	2	6	7	6	
Slin_CCMP2456.gene3740.mRNA1	1	0	2	1	1	4	1	0	3	1	
Slin_CCMP2456.gene3741.mRNA1	2	3	2	0	0	1	0	2	4	0	
Slin_CCMP2456.gene3742.mRNA1	10	13	8	5	10	13	4	15	13	8	
Slin_CCMP2456.gene3743.mRNA1	1	0	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene3744.mRNA1	4	7	6	3	3	3	6	13	4	10	
Slin_CCMP2456.gene3745.mRNA1	0	3	0	0	0	0	0	1	0	2	
Slin_CCMP2456.gene3746.mRNA1	1	1	1	1	1	4	0	3	0	5	
Slin_CCMP2456.gene3747.mRNA1	15	16	17	6	12	16	7	9	8	13	
Slin_CCMP2456.gene3748.mRNA1	0	2	5	1	2	3	4	2	0	1	
Slin_CCMP2456.gene3750.mRNA1	1	0	1	0	0	0	3	1	2	1	
Slin_CCMP2456.gene3752.mRNA1	11	11	4	4	9	8	5	8	7	6	
Slin_CCMP2456.gene3753.mRNA1	0	2	0	0	0	1	0	3	1	1	
Slin_CCMP2456.gene3754.mRNA1	3	3	1	1	2	2	2	2	3	1	
Slin_CCMP2456.gene3755.mRNA1	1	3	0	2	0	4	0	0	0	0	
Slin_CCMP2456.gene3756.mRNA1	1	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3757.mRNA1	5	14	13	7	7	5	10	12	6	6	
Slin_CCMP2456.gene376.mRNA1	0	2	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3760.mRNA1	0	2	0	1	0	1	0	0	1	1	
Slin_CCMP2456.gene3763.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3764.mRNA1	1	4	4	2	1	1	1	3	0	0	
Slin_CCMP2456.gene3765.mRNA1	2	2	0	0	1	0	0	1	2	0	
Slin_CCMP2456.gene3768.mRNA1	0	3	2	0	0	0	1	1	0	1	
Slin_CCMP2456.gene377.mRNA1	5	7	4	2	5	5	4	8	7	3	
Slin_CCMP2456.gene3771.mRNA1	0	0	0	1	0	0	0	0	0	1	
Slin_CCMP2456.gene3772.mRNA1	2	4	3	3	0	0	2	6	3	0	
Slin_CCMP2456.gene3773.mRNA1	4	3	1	4	2	6	6	3	6	6	
Slin_CCMP2456.gene3779.mRNA1	0	0	0	0	1	0	2	1	0	0	
Slin_CCMP2456.gene378.mRNA1	1	2	1	0	0	1	0	0	0	1	
Slin_CCMP2456.gene3780.mRNA1	0	1	0	0	0	1	0	2	1	1	
Slin_CCMP2456.gene3781.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene3782.mRNA1	2	5	6	0	2	3	1	5	1	2	
Slin_CCMP2456.gene3789.mRNA1	0	1	0	0	1	1	1	0	0	3	
Slin_CCMP2456.gene3790.mRNA1	6	7	10	2	3	3	3	13	1	3	
Slin_CCMP2456.gene3793.mRNA1	0	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene3794.mRNA1	2	3	3	3	2	5	0	2	4	6	
Slin_CCMP2456.gene3797.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene3798.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene3799.mRNA1	0	1	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene38.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene380.mRNA1	4	4	0	2	0	1	2	3	1	0	
Slin_CCMP2456.gene3807.mRNA1	0	3	2	0	0	2	1	1	0	1	
Slin_CCMP2456.gene381.mRNA1	3	2	4	5	3	6	2	6	4	4	
Slin_CCMP2456.gene3814.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3817.mRNA1	0	0	0	0	0	1	0	2	1	1	
Slin_CCMP2456.gene3819.mRNA1	1	1	2	1	0	2	0	3	0	2	
Slin_CCMP2456.gene3820.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3821.mRNA1	1	1	2	1	2	4	2	6	1	1	
Slin_CCMP2456.gene3825.mRNA1	3	4	4	0	2	0	0	0	1	3	
Slin_CCMP2456.gene383.mRNA1	21	30	19	17	14	32	18	22	18	33	
Slin_CCMP2456.gene3830.mRNA1	4	5	1	4	2	4	6	6	0	2	
Slin_CCMP2456.gene3836.mRNA1	9	8	13	2	6	5	5	13	8	7	
Slin_CCMP2456.gene3837.mRNA1	6	6	8	5	4	5	3	9	7	5	
Slin_CCMP2456.gene3838.mRNA1	6	11	6	6	4	8	9	3	2	10	
Slin_CCMP2456.gene3839.mRNA1	3	6	4	6	6	2	1	4	2	1	
Slin_CCMP2456.gene3841.mRNA1	3	1	4	3	1	4	0	1	5	4	
Slin_CCMP2456.gene3842.mRNA1	1	2	1	0	2	0	0	0	1	0	
Slin_CCMP2456.gene3843.mRNA1	9	23	5	8	12	7	3	10	10	9	
Slin_CCMP2456.gene3846.mRNA1	2	6	2	3	3	2	0	5	1	1	
Slin_CCMP2456.gene3849.mRNA1	1	2	1	0	0	0	2	3	0	4	
Slin_CCMP2456.gene3850.mRNA1	17	17	14	9	3	15	5	17	16	21	
Slin_CCMP2456.gene3851.mRNA1	1	0	0	0	0	0	0	0	2	0	
Slin_CCMP2456.gene3852.mRNA1	1	3	5	2	4	7	2	5	4	2	
Slin_CCMP2456.gene3853.mRNA1	1	3	0	1	1	2	0	2	1	0	
Slin_CCMP2456.gene3854.mRNA1	0	0	0	0	0	0	0	0	0	2	
Slin_CCMP2456.gene3855.mRNA1	2	6	5	1	2	2	1	5	1	2	
Slin_CCMP2456.gene3856.mRNA1	2	2	1	2	0	0	0	2	0	0	
Slin_CCMP2456.gene3857.mRNA1	3	4	1	3	2	4	4	1	2	3	
Slin_CCMP2456.gene3858.mRNA1	1	2	2	0	1	2	2	2	2	0	
Slin_CCMP2456.gene3859.mRNA1	6	4	9	5	9	8	5	10	5	4	
Slin_CCMP2456.gene3860.mRNA1	0	0	0	1	0	0	1	0	1	0	
Slin_CCMP2456.gene3861.mRNA1	0	1	3	0	3	2	2	1	1	1	
Slin_CCMP2456.gene3862.mRNA1	2	0	0	0	0	0	0	1	0	2	
Slin_CCMP2456.gene3863.mRNA1	2	4	4	1	3	3	1	6	5	6	
Slin_CCMP2456.gene3865.mRNA1	0	0	0	0	0	0	0	2	0	0	
Slin_CCMP2456.gene3866.mRNA1	1	2	1	1	1	0	1	2	0	1	
Slin_CCMP2456.gene3867.mRNA1	13	18	15	3	8	15	6	12	7	13	
Slin_CCMP2456.gene3868.mRNA1	0	0	0	0	1	1	0	2	0	0	
Slin_CCMP2456.gene3869.mRNA1	0	1	2	3	1	0	2	4	1	2	
Slin_CCMP2456.gene3870.mRNA1	12	14	12	9	9	17	6	20	5	17	
Slin_CCMP2456.gene3871.mRNA1	9	2	3	3	0	4	3	4	2	4	
Slin_CCMP2456.gene3873.mRNA1	2	2	1	1	0	2	1	2	0	2	
Slin_CCMP2456.gene3875.mRNA1	3	3	0	1	2	0	0	1	0	0	
Slin_CCMP2456.gene3876.mRNA1	0	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3877.mRNA1	3	11	9	5	4	8	6	6	3	3	
Slin_CCMP2456.gene3878.mRNA1	0	2	4	3	3	5	0	1	1	6	
Slin_CCMP2456.gene3879.mRNA1	0	1	1	1	1	0	3	1	1	1	
Slin_CCMP2456.gene3880.mRNA1	10	7	5	1	7	8	4	3	3	4	
Slin_CCMP2456.gene3881.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3882.mRNA1	0	1	0	0	1	0	1	3	1	2	
Slin_CCMP2456.gene3883.mRNA1	1	2	2	0	0	1	0	0	2	3	
Slin_CCMP2456.gene3884.mRNA1	0	0	0	0	0	1	0	0	0	1	
Slin_CCMP2456.gene3885.mRNA1	0	0	3	0	0	0	3	1	1	1	
Slin_CCMP2456.gene3887.mRNA1	7	4	1	1	1	4	2	1	0	3	
Slin_CCMP2456.gene3888.mRNA1	1	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene3889.mRNA1	1	0	1	0	2	1	1	2	0	1	
Slin_CCMP2456.gene3890.mRNA1	0	0	0	0	0	1	1	1	0	1	
Slin_CCMP2456.gene3893.mRNA1	0	2	2	0	1	2	2	0	1	0	
Slin_CCMP2456.gene3894.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3897.mRNA1	1	5	1	0	3	2	1	2	2	1	
Slin_CCMP2456.gene3898.mRNA1	1	4	1	1	2	0	5	2	0	3	
Slin_CCMP2456.gene3899.mRNA1	4	3	2	1	6	5	6	3	3	4	
Slin_CCMP2456.gene39.mRNA1	7	3	3	0	1	3	6	3	2	6	
Slin_CCMP2456.gene3900.mRNA1	3	1	3	1	0	4	2	7	1	6	
Slin_CCMP2456.gene3901.mRNA1	5	12	8	7	5	16	4	15	5	16	
Slin_CCMP2456.gene3902.mRNA1	5	3	0	1	0	3	1	4	0	0	
Slin_CCMP2456.gene3903.mRNA1	1	2	1	0	0	1	1	0	0	2	
Slin_CCMP2456.gene3905.mRNA1	1	3	6	2	3	3	0	3	2	5	
Slin_CCMP2456.gene3906.mRNA1	3	5	12	4	4	15	6	13	5	8	
Slin_CCMP2456.gene3907.mRNA1	4	10	7	4	2	5	2	5	6	5	
Slin_CCMP2456.gene3908.mRNA1	7	12	13	4	12	7	5	9	5	5	
Slin_CCMP2456.gene3909.mRNA1	8	23	16	10	6	19	5	19	11	17	
Slin_CCMP2456.gene3910.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene3911.mRNA1	7	17	12	3	6	16	8	15	11	16	
Slin_CCMP2456.gene3912.mRNA1	2	1	2	0	2	2	0	1	3	0	
Slin_CCMP2456.gene3913.mRNA1	1	2	0	0	0	4	0	2	1	1	
Slin_CCMP2456.gene3914.mRNA1	1	6	1	0	5	2	1	1	1	2	
Slin_CCMP2456.gene3916.mRNA1	0	1	1	1	5	1	1	0	1	0	
Slin_CCMP2456.gene3917.mRNA1	5	5	9	2	9	6	10	6	4	2	
Slin_CCMP2456.gene392.mRNA1	2	5	9	3	0	0	1	3	5	7	
Slin_CCMP2456.gene3921.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene3922.mRNA1	0	0	0	0	0	0	1	2	0	1	
Slin_CCMP2456.gene3923.mRNA1	0	0	0	0	0	0	0	2	0	0	
Slin_CCMP2456.gene3924.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene3925.mRNA1	11	10	8	8	5	5	5	12	5	6	
Slin_CCMP2456.gene3926.mRNA1	7	6	3	2	2	7	1	3	2	1	
Slin_CCMP2456.gene3927.mRNA1	1	1	2	3	0	0	0	2	0	3	
Slin_CCMP2456.gene3928.mRNA1	0	0	3	0	1	2	1	2	1	0	
Slin_CCMP2456.gene393.mRNA1	6	20	9	8	9	12	6	18	3	7	
Slin_CCMP2456.gene3930.mRNA1	5	5	4	1	1	3	1	4	3	6	
Slin_CCMP2456.gene3931.mRNA1	0	4	0	1	2	3	1	2	0	1	
Slin_CCMP2456.gene3932.mRNA1	2	1	2	1	0	0	1	4	0	0	
Slin_CCMP2456.gene3933.mRNA1	7	4	10	5	5	6	5	8	3	5	
Slin_CCMP2456.gene3935.mRNA1	3	7	7	3	5	9	4	4	3	5	
Slin_CCMP2456.gene3936.mRNA1	9	17	14	3	8	12	14	15	6	9	
Slin_CCMP2456.gene3937.mRNA1	7	14	5	5	4	8	9	17	9	12	
Slin_CCMP2456.gene3938.mRNA1	6	5	7	6	3	5	1	7	2	7	
