	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene10507.mRNA1	2	7	3	1	1	2	7	4	2	3	
Slin_CCMP2456.gene10508.mRNA1	1	0	1	0	0	0	0	0	1	1	
Slin_CCMP2456.gene10509.mRNA1	2	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene10510.mRNA1	4	4	4	5	1	6	0	6	1	3	
Slin_CCMP2456.gene10511.mRNA1	3	5	4	3	3	3	0	3	5	3	
Slin_CCMP2456.gene10512.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10513.mRNA1	1	7	7	2	1	3	5	5	1	7	
Slin_CCMP2456.gene10514.mRNA1	1	4	1	1	3	3	1	3	2	4	
Slin_CCMP2456.gene10515.mRNA1	2	8	4	2	1	7	1	5	4	8	
Slin_CCMP2456.gene10517.mRNA1	8	11	12	4	4	13	8	14	7	13	
Slin_CCMP2456.gene10519.mRNA1	0	0	0	1	1	0	1	2	0	0	
Slin_CCMP2456.gene10520.mRNA1	0	2	1	0	0	0	0	0	1	2	
Slin_CCMP2456.gene10521.mRNA1	0	2	1	0	0	6	0	1	1	2	
Slin_CCMP2456.gene10522.mRNA1	0	1	0	0	1	0	0	2	0	1	
Slin_CCMP2456.gene10523.mRNA1	0	0	0	1	0	1	0	0	0	1	
Slin_CCMP2456.gene10525.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene10526.mRNA1	6	13	16	3	5	10	4	8	6	6	
Slin_CCMP2456.gene10527.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene1053.mRNA1	3	5	1	1	0	0	3	2	0	1	
Slin_CCMP2456.gene10530.mRNA1	2	1	2	2	1	2	2	1	1	2	
Slin_CCMP2456.gene10531.mRNA1	0	0	0	0	0	0	0	2	1	0	
Slin_CCMP2456.gene10532.mRNA1	1	1	2	0	0	0	0	3	1	1	
Slin_CCMP2456.gene10533.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10536.mRNA1	0	1	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene1054.mRNA1	1	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene10545.mRNA1	1	2	3	1	4	3	2	4	1	2	
Slin_CCMP2456.gene10546.mRNA1	0	1	1	0	1	1	0	0	2	0	
Slin_CCMP2456.gene10548.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10549.mRNA1	2	1	5	2	0	0	1	1	1	2	
Slin_CCMP2456.gene1055.mRNA1	3	1	2	1	3	2	0	0	2	0	
Slin_CCMP2456.gene10550.mRNA1	0	1	0	0	0	1	0	1	0	2	
Slin_CCMP2456.gene10551.mRNA1	1	3	0	4	2	1	4	5	2	1	
Slin_CCMP2456.gene10554.mRNA1	3	3	5	0	1	3	2	1	3	5	
Slin_CCMP2456.gene10557.mRNA1	1	4	2	0	0	1	0	4	0	1	
Slin_CCMP2456.gene10559.mRNA1	0	1	0	0	1	0	0	0	1	1	
Slin_CCMP2456.gene1056.mRNA1	2	2	1	1	0	2	0	0	0	1	
Slin_CCMP2456.gene10560.mRNA1	1	0	2	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10561.mRNA1	4	0	2	0	1	1	1	3	3	2	
Slin_CCMP2456.gene10562.mRNA1	1	4	7	3	8	4	4	5	3	5	
Slin_CCMP2456.gene10563.mRNA1	0	1	0	2	0	0	1	1	1	1	
Slin_CCMP2456.gene10564.mRNA1	10	22	14	8	8	19	14	24	12	15	
Slin_CCMP2456.gene10566.mRNA1	1	3	5	3	2	3	3	6	1	0	
Slin_CCMP2456.gene10576.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10578.mRNA1	13	12	8	4	2	10	4	9	2	7	
Slin_CCMP2456.gene1058.mRNA1	0	0	0	0	0	1	0	0	1	0	
Slin_CCMP2456.gene10581.mRNA1	2	1	1	3	0	0	2	2	2	1	
Slin_CCMP2456.gene10582.mRNA1	0	1	0	0	1	0	0	2	1	1	
Slin_CCMP2456.gene10583.mRNA1	0	0	0	1	1	0	1	0	1	0	
Slin_CCMP2456.gene10584.mRNA1	1	7	5	2	2	5	1	4	2	4	
Slin_CCMP2456.gene10585.mRNA1	0	1	0	0	0	1	1	0	0	1	
Slin_CCMP2456.gene10588.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene1059.mRNA1	0	1	1	0	0	2	0	1	0	1	
Slin_CCMP2456.gene10590.mRNA1	14	10	14	7	7	15	13	18	11	11	
Slin_CCMP2456.gene10597.mRNA1	2	8	5	5	3	5	2	4	4	1	
Slin_CCMP2456.gene10598.mRNA1	0	2	0	1	1	0	0	0	1	2	
Slin_CCMP2456.gene106.mRNA1	4	7	5	6	3	2	1	8	4	10	
Slin_CCMP2456.gene1060.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10604.mRNA1	0	1	2	1	1	1	1	1	0	2	
Slin_CCMP2456.gene10606.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10608.mRNA1	3	4	3	1	5	7	1	4	3	3	
Slin_CCMP2456.gene10609.mRNA1	2	3	1	1	2	3	2	5	3	2	
Slin_CCMP2456.gene1061.mRNA1	1	6	6	1	6	4	3	9	3	2	
Slin_CCMP2456.gene10610.mRNA1	14	24	14	10	17	33	18	36	15	17	
Slin_CCMP2456.gene10612.mRNA1	1	0	0	0	0	1	0	0	0	1	
Slin_CCMP2456.gene10616.mRNA1	0	0	1	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10618.mRNA1	3	3	4	0	3	1	2	1	2	3	
Slin_CCMP2456.gene10620.mRNA1	1	6	2	4	3	1	0	6	1	4	
Slin_CCMP2456.gene10621.mRNA1	0	1	0	1	0	1	2	1	0	0	
Slin_CCMP2456.gene10625.mRNA1	1	2	1	0	2	1	3	1	1	0	
Slin_CCMP2456.gene10626.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10627.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10628.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene10629.mRNA1	0	5	5	0	2	4	9	6	3	1	
Slin_CCMP2456.gene10630.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene10633.mRNA1	0	2	0	2	1	3	0	0	2	0	
Slin_CCMP2456.gene10637.mRNA1	1	2	0	0	3	0	2	0	0	2	
Slin_CCMP2456.gene10640.mRNA1	3	12	14	7	15	13	9	20	10	9	
Slin_CCMP2456.gene10641.mRNA1	0	2	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10642.mRNA1	0	1	1	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10644.mRNA1	3	4	0	2	1	1	3	2	2	1	
Slin_CCMP2456.gene10645.mRNA1	5	16	3	4	6	7	3	13	7	8	
Slin_CCMP2456.gene10646.mRNA1	1	6	1	2	1	3	3	2	1	1	
Slin_CCMP2456.gene10647.mRNA1	17	31	29	13	14	32	19	21	18	13	
Slin_CCMP2456.gene10649.mRNA1	2	7	3	6	1	7	3	9	1	5	
Slin_CCMP2456.gene1065.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10650.mRNA1	1	0	1	1	0	1	0	1	1	1	
Slin_CCMP2456.gene10651.mRNA1	4	5	3	1	3	1	5	4	1	2	
Slin_CCMP2456.gene10652.mRNA1	2	5	3	1	1	3	3	3	3	5	
Slin_CCMP2456.gene10653.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10654.mRNA1	6	12	4	6	4	10	2	6	6	12	
Slin_CCMP2456.gene10655.mRNA1	6	10	6	5	8	9	3	5	3	6	
Slin_CCMP2456.gene10656.mRNA1	2	0	0	0	0	0	2	2	0	2	
Slin_CCMP2456.gene10657.mRNA1	2	9	16	6	11	21	7	13	10	10	
Slin_CCMP2456.gene10658.mRNA1	3	8	2	3	3	11	2	12	3	9	
Slin_CCMP2456.gene1066.mRNA1	0	1	2	0	1	7	4	1	3	0	
Slin_CCMP2456.gene10661.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene10665.mRNA1	1	2	0	0	1	0	1	0	1	0	
Slin_CCMP2456.gene10666.mRNA1	0	0	1	0	0	1	0	1	0	1	
Slin_CCMP2456.gene10667.mRNA1	1	3	5	0	1	2	0	4	2	1	
Slin_CCMP2456.gene10674.mRNA1	2	8	5	6	7	3	2	2	4	8	
Slin_CCMP2456.gene10675.mRNA1	0	1	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene10679.mRNA1	7	5	4	1	3	4	4	2	5	7	
Slin_CCMP2456.gene1068.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10681.mRNA1	0	0	0	1	0	0	0	0	1	0	
Slin_CCMP2456.gene10682.mRNA1	0	0	0	1	0	1	0	0	1	0	
Slin_CCMP2456.gene10685.mRNA1	0	0	0	0	0	0	0	1	1	0	
Slin_CCMP2456.gene10689.mRNA1	0	0	0	0	1	0	1	2	0	2	
Slin_CCMP2456.gene10690.mRNA1	21	23	15	9	10	20	10	15	16	16	
Slin_CCMP2456.gene10691.mRNA1	5	4	4	1	3	2	2	1	1	3	
Slin_CCMP2456.gene10692.mRNA1	2	1	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene10693.mRNA1	3	4	5	2	0	1	1	2	3	2	
Slin_CCMP2456.gene10695.mRNA1	1	3	1	2	2	3	0	0	1	5	
Slin_CCMP2456.gene10699.mRNA1	2	8	3	8	3	7	3	6	1	4	
Slin_CCMP2456.gene107.mRNA1	2	7	6	4	0	2	4	6	1	4	
Slin_CCMP2456.gene1070.mRNA1	0	0	0	2	0	0	0	0	1	0	
Slin_CCMP2456.gene10701.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10702.mRNA1	1	6	1	0	3	3	0	3	2	1	
Slin_CCMP2456.gene10703.mRNA1	8	9	5	2	7	8	1	11	3	8	
Slin_CCMP2456.gene10708.mRNA1	0	0	0	1	0	0	0	1	0	0	
Slin_CCMP2456.gene10709.mRNA1	0	3	1	4	3	3	2	6	2	4	
Slin_CCMP2456.gene1071.mRNA1	0	0	0	0	1	1	0	0	0	0	
Slin_CCMP2456.gene10710.mRNA1	8	15	8	4	11	10	10	13	12	7	
Slin_CCMP2456.gene10712.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10713.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene10714.mRNA1	0	1	0	1	0	0	0	0	0	1	
Slin_CCMP2456.gene10715.mRNA1	6	7	12	3	8	8	7	9	4	7	
Slin_CCMP2456.gene10716.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10718.mRNA1	0	0	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene1072.mRNA1	3	5	3	2	3	5	2	8	1	3	
Slin_CCMP2456.gene10721.mRNA1	0	2	2	0	2	0	0	2	0	1	
Slin_CCMP2456.gene10723.mRNA1	2	9	3	2	4	6	0	6	4	7	
Slin_CCMP2456.gene10725.mRNA1	2	4	4	1	1	3	1	1	3	1	
Slin_CCMP2456.gene10726.mRNA1	0	3	2	3	1	3	0	1	0	2	
Slin_CCMP2456.gene10728.mRNA1	3	14	15	3	6	7	3	12	8	9	
Slin_CCMP2456.gene10734.mRNA1	0	2	1	0	1	0	1	1	0	1	
Slin_CCMP2456.gene10736.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10737.mRNA1	11	17	18	6	8	14	8	18	12	10	
Slin_CCMP2456.gene10738.mRNA1	2	18	15	6	10	15	9	22	10	17	
Slin_CCMP2456.gene10739.mRNA1	1	4	0	1	0	0	1	3	0	2	
Slin_CCMP2456.gene1074.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10740.mRNA1	2	1	2	1	1	1	1	7	1	1	
Slin_CCMP2456.gene10741.mRNA1	4	3	4	3	4	5	3	8	2	11	
Slin_CCMP2456.gene10742.mRNA1	1	1	7	3	4	1	2	5	6	4	
Slin_CCMP2456.gene10743.mRNA1	0	2	6	3	1	4	1	5	3	2	
Slin_CCMP2456.gene10745.mRNA1	1	7	3	4	1	8	1	8	5	5	
Slin_CCMP2456.gene10749.mRNA1	1	2	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10750.mRNA1	0	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene10753.mRNA1	6	4	4	4	2	7	4	6	2	2	
Slin_CCMP2456.gene10754.mRNA1	4	5	3	2	0	6	2	2	2	9	
Slin_CCMP2456.gene10755.mRNA1	0	0	0	0	0	1	0	2	1	0	
Slin_CCMP2456.gene10757.mRNA1	1	5	2	0	3	2	1	8	2	2	
Slin_CCMP2456.gene10758.mRNA1	4	3	6	3	0	1	2	1	0	4	
Slin_CCMP2456.gene10760.mRNA1	0	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10761.mRNA1	0	2	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10763.mRNA1	4	10	11	5	4	8	2	10	5	12	
Slin_CCMP2456.gene10764.mRNA1	2	1	2	1	0	2	0	3	0	3	
Slin_CCMP2456.gene10765.mRNA1	0	0	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene10766.mRNA1	3	1	5	1	0	4	3	5	3	1	
Slin_CCMP2456.gene10769.mRNA1	0	0	1	2	0	2	0	1	1	0	
Slin_CCMP2456.gene1077.mRNA1	3	3	5	1	1	4	4	2	4	4	
Slin_CCMP2456.gene10770.mRNA1	0	1	2	0	0	1	0	1	2	1	
Slin_CCMP2456.gene10771.mRNA1	21	19	7	4	11	13	6	12	11	10	
Slin_CCMP2456.gene10772.mRNA1	3	2	1	4	2	2	1	4	2	1	
Slin_CCMP2456.gene10773.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene10774.mRNA1	10	21	7	10	7	15	11	13	10	6	
Slin_CCMP2456.gene10775.mRNA1	3	6	9	2	5	8	7	7	4	7	
Slin_CCMP2456.gene10777.mRNA1	0	1	0	0	0	0	0	3	0	0	
Slin_CCMP2456.gene10778.mRNA1	1	3	1	1	1	1	0	4	3	4	
Slin_CCMP2456.gene10779.mRNA1	2	14	9	7	3	23	5	17	5	11	
Slin_CCMP2456.gene1078.mRNA1	1	2	1	0	3	1	0	5	0	4	
Slin_CCMP2456.gene10780.mRNA1	11	11	10	5	3	7	7	10	9	8	
Slin_CCMP2456.gene10781.mRNA1	1	5	4	1	3	3	1	3	8	7	
Slin_CCMP2456.gene10782.mRNA1	1	4	1	6	2	1	2	3	1	0	
Slin_CCMP2456.gene10783.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene10784.mRNA1	1	1	0	1	2	0	0	2	0	2	
Slin_CCMP2456.gene10785.mRNA1	1	5	2	1	3	1	2	1	2	3	
Slin_CCMP2456.gene10786.mRNA1	3	4	0	3	4	5	1	4	2	2	
Slin_CCMP2456.gene10789.mRNA1	1	0	1	0	0	2	0	2	0	1	
Slin_CCMP2456.gene1079.mRNA1	3	0	6	0	4	6	0	4	2	7	
Slin_CCMP2456.gene10792.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10793.mRNA1	1	0	1	0	0	2	1	1	0	0	
Slin_CCMP2456.gene10794.mRNA1	11	11	4	6	4	11	3	9	5	9	
Slin_CCMP2456.gene10795.mRNA1	0	1	4	0	0	3	0	2	1	1	
Slin_CCMP2456.gene10797.mRNA1	0	0	1	2	1	2	1	1	1	2	
Slin_CCMP2456.gene10799.mRNA1	0	0	0	0	1	0	0	1	1	0	
Slin_CCMP2456.gene108.mRNA1	0	4	0	0	0	0	0	1	1	0	
Slin_CCMP2456.gene1080.mRNA1	1	2	0	1	0	2	0	2	1	1	
Slin_CCMP2456.gene10801.mRNA1	1	0	1	0	4	0	2	0	1	3	
Slin_CCMP2456.gene10803.mRNA1	1	1	1	0	2	1	0	0	0	0	
Slin_CCMP2456.gene10807.mRNA1	8	6	10	2	2	7	4	6	4	6	
Slin_CCMP2456.gene1081.mRNA1	0	0	2	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10812.mRNA1	7	11	6	5	8	7	3	9	6	12	
Slin_CCMP2456.gene10814.mRNA1	0	2	1	2	1	1	0	2	0	0	
Slin_CCMP2456.gene10816.mRNA1	8	3	6	2	1	5	3	5	2	2	
Slin_CCMP2456.gene1082.mRNA1	3	0	0	0	0	2	2	0	1	0	
Slin_CCMP2456.gene10820.mRNA1	1	0	1	1	0	0	0	0	0	0	
Slin_CCMP2456.gene10822.mRNA1	9	8	8	1	7	6	5	11	8	8	
Slin_CCMP2456.gene10823.mRNA1	2	2	0	2	2	3	1	1	0	2	
Slin_CCMP2456.gene10824.mRNA1	8	10	6	2	3	15	13	12	10	9	
Slin_CCMP2456.gene10827.mRNA1	10	15	7	5	7	11	11	14	6	10	
Slin_CCMP2456.gene10828.mRNA1	0	3	0	0	0	0	0	0	2	1	
Slin_CCMP2456.gene1083.mRNA1	0	1	1	0	0	0	0	2	0	0	
Slin_CCMP2456.gene10831.mRNA1	0	2	4	1	1	1	3	2	0	3	
Slin_CCMP2456.gene10832.mRNA1	4	3	1	1	0	1	1	5	2	5	
Slin_CCMP2456.gene10833.mRNA1	0	1	1	1	0	2	0	1	0	0	
Slin_CCMP2456.gene1084.mRNA1	11	20	15	7	16	24	14	19	14	27	
Slin_CCMP2456.gene10841.mRNA1	1	2	1	0	1	3	1	1	0	0	
Slin_CCMP2456.gene10842.mRNA1	4	4	3	1	3	8	3	4	1	5	
Slin_CCMP2456.gene10844.mRNA1	0	0	2	1	0	0	0	1	0	0	
Slin_CCMP2456.gene10845.mRNA1	4	7	5	2	3	4	7	4	5	8	
Slin_CCMP2456.gene10847.mRNA1	5	1	5	2	4	7	1	3	3	4	
Slin_CCMP2456.gene10848.mRNA1	2	2	1	7	3	1	1	1	8	5	
Slin_CCMP2456.gene10849.mRNA1	0	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene1085.mRNA1	1	2	0	0	0	3	3	1	2	3	
Slin_CCMP2456.gene10850.mRNA1	5	15	3	5	5	19	5	12	4	12	
Slin_CCMP2456.gene10851.mRNA1	26	42	36	23	16	39	22	40	22	32	
Slin_CCMP2456.gene10852.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene10853.mRNA1	1	5	3	0	0	8	1	4	0	3	
Slin_CCMP2456.gene10854.mRNA1	1	0	0	2	0	2	0	0	0	0	
Slin_CCMP2456.gene10858.mRNA1	0	1	1	0	0	0	0	1	0	1	
Slin_CCMP2456.gene1086.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene10861.mRNA1	0	0	0	0	0	0	1	3	0	0	
Slin_CCMP2456.gene10863.mRNA1	1	0	0	1	0	1	0	1	0	0	
Slin_CCMP2456.gene10869.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene1087.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene10876.mRNA1	0	0	1	1	0	2	0	1	0	0	
Slin_CCMP2456.gene10877.mRNA1	0	0	1	0	0	1	1	0	0	0	
Slin_CCMP2456.gene10880.mRNA1	0	1	0	1	0	0	0	2	0	0	
Slin_CCMP2456.gene10881.mRNA1	8	4	4	3	1	7	0	4	2	0	
Slin_CCMP2456.gene10883.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10884.mRNA1	0	1	1	0	1	0	0	1	0	1	
Slin_CCMP2456.gene10890.mRNA1	2	2	1	1	0	0	1	2	0	0	
Slin_CCMP2456.gene10892.mRNA1	3	6	5	3	1	7	2	14	4	1	
Slin_CCMP2456.gene10895.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10896.mRNA1	8	14	10	8	9	8	6	7	4	5	
Slin_CCMP2456.gene10897.mRNA1	2	5	3	1	1	6	6	5	2	6	
Slin_CCMP2456.gene10898.mRNA1	11	22	19	9	4	8	6	11	6	12	
Slin_CCMP2456.gene10899.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene109.mRNA1	0	1	0	0	0	1	0	1	0	1	
Slin_CCMP2456.gene10900.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10901.mRNA1	2	0	0	1	0	1	2	2	1	1	
Slin_CCMP2456.gene10902.mRNA1	5	6	5	6	2	4	4	14	5	7	
Slin_CCMP2456.gene10903.mRNA1	1	0	2	2	0	4	2	0	1	3	
Slin_CCMP2456.gene10906.mRNA1	1	2	5	2	0	1	2	0	1	0	
Slin_CCMP2456.gene10914.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10915.mRNA1	12	31	18	13	17	20	17	34	12	15	
Slin_CCMP2456.gene10916.mRNA1	0	2	0	0	0	2	0	0	0	0	
Slin_CCMP2456.gene10917.mRNA1	1	2	1	0	0	4	0	2	1	2	
Slin_CCMP2456.gene10918.mRNA1	38	65	46	44	37	65	28	73	32	51	
Slin_CCMP2456.gene10919.mRNA1	0	3	0	0	3	5	1	4	1	0	
Slin_CCMP2456.gene1092.mRNA1	2	1	0	1	1	2	0	1	0	0	
Slin_CCMP2456.gene10920.mRNA1	0	1	4	2	1	2	2	1	1	5	
Slin_CCMP2456.gene10922.mRNA1	4	3	3	3	3	2	2	6	4	7	
Slin_CCMP2456.gene10923.mRNA1	9	8	12	5	2	6	3	19	9	12	
Slin_CCMP2456.gene10924.mRNA1	2	2	2	1	1	2	2	1	1	2	
Slin_CCMP2456.gene10925.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene1093.mRNA1	1	0	0	0	1	1	0	1	1	0	
Slin_CCMP2456.gene10930.mRNA1	5	7	5	2	6	5	0	5	4	5	
Slin_CCMP2456.gene10936.mRNA1	0	0	0	0	1	0	1	1	2	0	
Slin_CCMP2456.gene10937.mRNA1	1	0	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene10938.mRNA1	1	2	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene1094.mRNA1	1	7	5	2	5	4	4	5	3	4	
Slin_CCMP2456.gene10940.mRNA1	1	0	0	1	0	0	0	0	1	0	
Slin_CCMP2456.gene10943.mRNA1	0	7	6	0	2	8	1	5	4	6	
Slin_CCMP2456.gene10948.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene10950.mRNA1	0	0	1	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10952.mRNA1	1	2	2	0	1	0	3	5	0	0	
Slin_CCMP2456.gene10954.mRNA1	3	3	6	1	3	5	3	1	1	6	
Slin_CCMP2456.gene10955.mRNA1	4	2	2	5	3	3	2	2	1	4	
Slin_CCMP2456.gene10956.mRNA1	4	8	7	1	0	4	2	8	3	5	
Slin_CCMP2456.gene10958.mRNA1	0	0	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene10960.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10961.mRNA1	0	1	1	0	2	0	3	1	0	4	
Slin_CCMP2456.gene10964.mRNA1	2	1	1	0	0	4	1	4	3	5	
Slin_CCMP2456.gene10965.mRNA1	0	1	1	0	1	4	0	2	1	2	
Slin_CCMP2456.gene10966.mRNA1	1	3	0	1	1	3	4	7	1	4	
Slin_CCMP2456.gene10967.mRNA1	11	16	12	8	8	9	5	9	13	14	
Slin_CCMP2456.gene10968.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene10969.mRNA1	1	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene1097.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene10970.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10977.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene10984.mRNA1	3	9	5	2	3	5	7	10	2	6	
Slin_CCMP2456.gene10987.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene1099.mRNA1	7	8	4	1	3	10	4	6	4	4	
Slin_CCMP2456.gene10991.mRNA1	0	1	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene10992.mRNA1	2	2	3	0	3	2	1	3	1	3	
Slin_CCMP2456.gene10994.mRNA1	1	2	3	4	3	2	2	2	4	1	
Slin_CCMP2456.gene10996.mRNA1	1	0	2	0	1	0	0	1	0	0	
Slin_CCMP2456.gene10997.mRNA1	7	3	0	1	2	3	3	6	4	5	
Slin_CCMP2456.gene10998.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene11.mRNA1	0	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene110.mRNA1	1	1	1	0	0	0	0	1	1	1	
Slin_CCMP2456.gene11000.mRNA1	2	3	2	0	0	2	1	1	0	2	
Slin_CCMP2456.gene11002.mRNA1	6	3	5	7	2	7	5	13	5	11	
Slin_CCMP2456.gene11003.mRNA1	0	1	0	0	0	1	1	0	1	0	
Slin_CCMP2456.gene11004.mRNA1	2	0	1	0	0	1	0	2	0	0	
Slin_CCMP2456.gene11005.mRNA1	3	3	4	9	2	11	4	6	5	6	
Slin_CCMP2456.gene11008.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene11012.mRNA1	2	3	5	0	1	1	0	3	0	1	
Slin_CCMP2456.gene11013.mRNA1	0	3	2	0	1	1	0	2	0	0	
Slin_CCMP2456.gene11014.mRNA1	0	1	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene11015.mRNA1	0	0	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene11017.mRNA1	1	4	2	1	1	2	3	3	1	2	
Slin_CCMP2456.gene1102.mRNA1	1	4	2	0	1	6	2	2	2	3	
Slin_CCMP2456.gene11020.mRNA1	41	55	43	27	42	38	37	54	34	43	
Slin_CCMP2456.gene11021.mRNA1	0	1	0	0	0	1	0	0	0	1	
Slin_CCMP2456.gene11023.mRNA1	2	5	0	1	0	3	3	7	1	3	
Slin_CCMP2456.gene11024.mRNA1	5	7	0	3	2	4	0	6	2	1	
Slin_CCMP2456.gene11025.mRNA1	2	3	4	4	0	2	0	6	1	2	
Slin_CCMP2456.gene11026.mRNA1	0	0	0	0	0	1	1	1	0	1	
Slin_CCMP2456.gene11029.mRNA1	2	10	4	3	4	11	7	7	1	9	
Slin_CCMP2456.gene11031.mRNA1	4	5	4	3	5	7	0	2	4	3	
Slin_CCMP2456.gene11033.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene11035.mRNA1	2	1	2	1	0	0	0	1	1	0	
Slin_CCMP2456.gene11036.mRNA1	0	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene11037.mRNA1	2	5	7	4	2	4	2	9	2	6	
Slin_CCMP2456.gene11038.mRNA1	5	8	9	10	3	3	3	8	6	5	
Slin_CCMP2456.gene11042.mRNA1	0	1	1	0	0	1	1	0	0	0	
Slin_CCMP2456.gene11044.mRNA1	2	5	4	4	2	6	5	4	3	5	
Slin_CCMP2456.gene11045.mRNA1	4	6	4	3	5	7	2	11	5	8	
